OTU_ID	SRR5181558	SRR5181559	SRR5181560	SRR5181561	SRR5181562	SRR5181563	SRR5181564	SRR5181565	SRR5181566	SRR5181567	SRR5181568	SRR5181569	SRR5181570	SRR5181571	SRR5181572	SRR5181573	SRR5181574	SRR5181575	SRR5181576	SRR5181577	SRR5181578	SRR5181579	SRR5181580	SRR5181581
9f497fcb0ae381a4024837bcd1e5ffa2	1298.0	1410.0	1012.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
664b8e48f7c3892bfc5e106848e6ef33	49.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	1790.0	695.0	1131.0
00b82a47f548c06761d95f771b0e2b23	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	119.0	52.0	43.0	82.0	1088.0	478.0	1108.0	0.0	0.0	0.0	0.0	0.0	47.0	262.0	130.0	303.0
9d45bd65e2fd76cd409821d0f226f4ad	1314.0	1120.0	817.0	115.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	106.0	53.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	107.0	0.0	43.0
ee19b3320b052612f9c0971233424889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	714.0	276.0	551.0	270.0	209.0	210.0	180.0	196.0	0.0	443.0	203.0	396.0
be2430e865711c10ca6df5202d89f276	0.0	74.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	713.0	677.0	1758.0	186.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0
628a64b17996fd419a11c82a0815b1f6	228.0	127.0	0.0	102.0	0.0	0.0	0.0	0.0	0.0	326.0	0.0	152.0	766.0	813.0	900.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6c3e23f3e277a72dca5ce6d29133e2e8	939.0	1441.0	761.0	20.0	0.0	13.0	0.0	0.0	22.0	0.0	0.0	52.0	54.0	19.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8cae7518285ebb7d195b3f961b45fba6	0.0	99.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	246.0	170.0	416.0	0.0	0.0	0.0	0.0	0.0	173.0	955.0	499.0	756.0
0929b6594f1c1a307895f66037ec8e03	1081.0	1726.0	395.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	0.0
ab809a5a4bf8511579956a1558e61051	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1322.0	868.0	945.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1c4377b2bf8d6006aed2946a64ecdd8a	0.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1436.0	671.0	987.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cc64b2ea23d26e1fa24f739273d89ac5	113.0	106.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	977.0	462.0	1379.0	0.0	55.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0
5a1999295b02939f968e67dbd7f5ed1d	25.0	33.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	10.0	13.0	0.0	0.0	0.0	0.0	0.0	63.0	1000.0	725.0	1213.0
cb55e6c8f5c6c290f47bfe165a5b6ee2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3046.0	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b55c7c0b8e76747140c9667a76f67193	1183.0	1084.0	667.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	15.0
812c1520280b70a042193ce441601ee4	934.0	1309.0	727.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
44a729ac72ba3bdf50ff826fc7d654cc	1314.0	711.0	938.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2d70ea446c62ae2f5a0e4cfdd84de5d0	682.0	558.0	520.0	224.0	0.0	0.0	0.0	0.0	0.0	92.0	0.0	0.0	271.0	274.0	318.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1706e84777a3ccf4d4bbc1e8ba92cb60	1028.0	1311.0	477.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	17.0
c2545bc95d2bd98785002108d267569a	1186.0	881.0	800.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	11.0
412be65bb556693bd7c6cf79e44284a2	432.0	669.0	378.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	287.0	487.0	566.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35a2be6b3fe38a32106ee4d0e52d5b68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	846.0	307.0	602.0	346.0	0.0	192.0	0.0	242.0	211.0	0.0	0.0	0.0
a0e4900857eefbf1ba36df004929d642	21.0	57.0	36.0	840.0	704.0	811.0	96.0	0.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0
ec34220911d680227332d8c579561e44	1371.0	777.0	489.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8623567dd14d87a46f6722a285e86b8d	19.0	0.0	36.0	317.0	262.0	268.0	607.0	0.0	235.0	283.0	37.0	371.0	55.0	27.0	0.0	0.0	0.0	48.0	0.0	0.0	46.0	0.0	0.0	0.0
7199b1f51ce32d7d918729a22eb0784b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	194.0	138.0	156.0	134.0	0.0	332.0	341.0	424.0	634.0	70.0	74.0	93.0
22ede28c21fa21efc19307557aba70a8	680.0	918.0	775.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	33.0
4de2b088e9a06ff75061a1b82b9a6868	485.0	635.0	451.0	46.0	42.0	0.0	207.0	0.0	30.0	0.0	0.0	0.0	124.0	29.0	366.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0
b3b3e254dc1cb6dcd66e53f978702bde	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.0	50.0	59.0	206.0	144.0	1001.0	122.0	287.0	460.0	0.0	0.0	0.0
ef93d5e9c83497f57a27e450514a0f1b	788.0	1079.0	479.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	16.0
17303ea6d4c694487a42a35ba00f9863	715.0	885.0	725.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0
36c21eeef01279a976fb44568b15c394	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	678.0	284.0	1381.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b7ad14798f286d76c51495b7a0ed5f11	553.0	912.0	346.0	0.0	0.0	150.0	251.0	37.0	0.0	0.0	0.0	0.0	79.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
09b1fb4f2212911c2bc4fca897913269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	202.0	97.0	270.0	0.0	0.0	357.0	234.0	513.0	127.0	47.0	153.0	77.0	170.0	79.0	0.0	0.0	0.0
97104ec6b57aaaa1fd901fdb9dff2873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1009.0	753.0	558.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d51fccfa6a102691b69ac62f071756e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	976.0	594.0	724.0
56bf6ea48bd3b5cf4505f840f3de8d12	603.0	1118.0	482.0	0.0	0.0	21.0	0.0	0.0	48.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0
88fb9e35fcc58e45663650d9e57de133	724.0	750.0	595.0	196.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
39a2846d58e9d2e6ba1265363d12cefa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1009.0	497.0	748.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6620d64ca96252f834e18f448e9b6000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1040.0	401.0	780.0
c15aace18b6394d7a89bf674a836edad	690.0	927.0	530.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	6.0
242fbcd62f4ccd969f1a4254adc2f088	0.0	0.0	0.0	0.0	0.0	1684.0	493.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b504fee3684b4f3da92c23b42c810519	83.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.0	0.0	0.0	814.0	400.0	785.0
e70ab6a9afcb38faff1b26f55e0a1071	590.0	694.0	566.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	206.0	0.0	109.0
7fc84789f5f071d47c88c29295f1c054	612.0	908.0	596.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0
1de4008d10a824ac82fdd7f2a74f9d33	0.0	0.0	0.0	0.0	51.0	359.0	0.0	67.0	54.0	0.0	10.0	1531.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
aeaf78a1e7f69af6a7f0a422300475a9	0.0	0.0	0.0	0.0	0.0	0.0	2113.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fb15c3970f1cfce139f61e2bdc14a956	813.0	700.0	574.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0a849fe673c5e3be707822f0aec3c959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	172.0	1882.0	0.0	0.0	0.0	0.0	0.0	0.0
c955ee38aab0c34244c6610bd59feb17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	50.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	817.0	385.0	738.0
6927a0b564d3c0d002ee97bdf845b698	715.0	867.0	475.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c3b330672f9c9de0c86c819b8cef73d9	169.0	261.0	129.0	0.0	77.0	233.0	0.0	187.0	209.0	0.0	30.0	694.0	20.0	14.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0
59a4e5b9724fb56bdd332332c76c6dbb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1064.0	325.0	658.0
34691dfbd2a6c6e668330af6eea222ba	704.0	677.0	378.0	0.0	0.0	0.0	0.0	0.0	0.0	264.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7618c3de93abd87b62c765dc4f59d36e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	823.0	441.0	750.0
79ab6795433b93f9068a67a510e23f03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2012.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2c53f37c5f3dd18c803c6fe70ca5b0b4	727.0	833.0	384.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0
4f76db7a4f32232e79be2d0b7d8d76a4	559.0	1130.0	290.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0
a758991601d366ea5291666052038ea7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	802.0	1131.0	0.0	0.0	0.0	0.0	0.0	0.0
ffaec87179fa0cbd0df5f316a2b45438	36.0	75.0	0.0	311.0	144.0	671.0	350.0	33.0	276.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e50bc099357c7a0f8ec830f9aa186011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	710.0	239.0	939.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2697f7ee9da3a481bee62ee340460097	661.0	719.0	470.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0
863ee6604ce99fc4e7125ad3b894490d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	141.0	1675.0	0.0	0.0	0.0	0.0	0.0	0.0
4e0b545e681cdb494e3951e485196fef	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	403.0	92.0	212.0	255.0	153.0	259.0	117.0	0.0	77.0	72.0	103.0	67.0	0.0	0.0	0.0
82ea327bacdb206301c7d903819090b3	0.0	0.0	0.0	774.0	635.0	377.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fa8758987ef0417e35b3ab85ef958d1d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	525.0	219.0	476.0	101.0	0.0	0.0	0.0	0.0	0.0	218.0	96.0	124.0
09f2284370278d38ce4656d1ae067204	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	370.0	202.0	1072.0	34.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2d08e0cd2a882c17bf79ebb0ab60c5bf	555.0	704.0	407.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	55.0	0.0	5.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
f0e6b5a2a1348f4d0e29d0f8f776d14c	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	0.0	58.0	106.0	89.0	0.0	0.0	156.0	493.0	312.0	458.0
5aeef08e217aad0aba4f32f9d6f75193	95.0	108.0	0.0	116.0	0.0	91.0	0.0	163.0	117.0	39.0	0.0	249.0	170.0	261.0	263.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0
699b9a6ea1bf9a1c7a079945a1029f4c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	854.0	298.0	546.0
4bcb362c9cef8a4e606c97aadd6dd97a	404.0	954.0	262.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8dfec466a73efe4847a127f42baf754d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	626.0	0.0	516.0	263.0	254.0
7a688a9c91c6d9baa7ab118b2d88354d	0.0	0.0	0.0	600.0	168.0	706.0	0.0	99.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0	0.0	0.0	0.0
dc5c9413eb10abd1369d92baaee8a25f	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	778.0	250.0	554.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d4bba3a4b893040cf4195131268cd240	448.0	559.0	425.0	0.0	0.0	27.0	0.0	31.0	48.0	0.0	0.0	82.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a1df423e6b6f3051d993c1d3c58737ce	458.0	424.0	273.0	0.0	0.0	0.0	380.0	81.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f6a51b3aa45e830d556d79e0337fa9ea	82.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	697.0	270.0	461.0	0.0	0.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0
ea6d6bf353aef4887732cc40557379ce	0.0	0.0	0.0	0.0	116.0	118.0	1272.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8f4ce0c7144a0e8ee4f837e5de66c49c	0.0	0.0	0.0	1581.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6cdbb083116d47227222e12f5ce6e589	0.0	452.0	370.0	182.0	0.0	107.0	153.0	206.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	40.0	0.0	0.0	9.0	0.0	15.0	0.0	0.0	0.0
9a32ba21308457b4a4cc6197ec409b81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	125.0	0.0	0.0	0.0	0.0	323.0	511.0	332.0	285.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
631729405e9dd4a920b67cde94b3c1c5	0.0	0.0	0.0	0.0	0.0	1508.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8a9e4f90a08c7e011878f30dd02a6f97	539.0	722.0	289.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
390d5679fcd4b2413dbd106d366b6ad0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	15.0	0.0	0.0	88.0	1419.0	0.0	0.0	0.0	0.0	0.0	0.0
c661ed290bc7508f9537c3636fe171db	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	609.0	257.0	639.0
d7474e69f91c8695db6afef845574873	584.0	514.0	420.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c44e1f4138904644bb4b595c55356394	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	487.0	567.0	452.0
7e3b63a0b9e73aaaf300151aec3ec96f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	690.0	368.0	483.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
81b914aca570060a4ccba8fc5688c667	391.0	695.0	351.0	0.0	0.0	0.0	103.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25cf4c7f80909ed731f84351faf43a18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	225.0	455.0	823.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c226b96a618c431d00b6826b4eaf222a	18.0	23.0	16.0	0.0	138.0	97.0	99.0	44.0	123.0	152.0	0.0	38.0	0.0	0.0	14.0	0.0	50.0	117.0	0.0	0.0	573.0	0.0	0.0	0.0
968a9b6d5bc9b01ca72115215ec0b9ba	0.0	0.0	0.0	82.0	148.0	116.0	231.0	101.0	114.0	46.0	0.0	645.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
